hash,type,geomatch,partial_match,addr,country,country_code,lat,lng
4774aadcdc3ba268b85258d968f7bbaf,postal_code,APPROXIMATE,true,"Moscow, Russian Federation, 117198",Russian Federation,RU,55.6493131,37.4980984
7e4627c5c4e9ac409e8cf556cbde5f02,sublocality,APPROXIMATE,true,"Bangi, 43000 Kajang, Selangor, Malaysia",Malaysia,MY,2.8927724,101.7951122
55dda7b71225dbc1a05df0b8cd57a26f,postal_code,APPROXIMATE,true,"Nanshan, Shenzhen, Guangdong, People's Republic of China, 518060",China,CN,22.5304928,113.9426009
aeafb5d70e97ae19912e71a32759c11b,postal_code,APPROXIMATE,true,"Sindian City, Taipei County, Taiwan 231",Taiwan,TW,24.9399889,121.5255815
3b14ead804a98be366997aec87dc5a93,administrative_area_level_1,APPROXIMATE,true,"Tamil Nadu, India",India,IN,11.1271225,78.6568942
39e497bd6a7b9c958aeb6149e59aa550,postal_code,APPROXIMATE,true,"Gulou, Nanjing, Jiangsu, People's Republic of China, 210093",China,CN,32.0570230,118.7766348
7305cd44acd534cf6c434f06a55ff9f7,postal_code,APPROXIMATE,true,"Nankai, Tianjin, People's Republic of China, 300072",China,CN,39.1114569,117.1705908
c44cdbb45e7e410cdf8586a520745c3b,locality,APPROXIMATE,true,"Tianjin, People's Republic of China",China,CN,39.1210790,117.2143890
d7f0c53bc06cc525daae920bc864aa59,postal_code,APPROXIMATE,true,"00185 Rome, Italy",Italy,IT,41.8977003,12.5097274
ae2dd10ceea638f77cb59db1e38a2aed,locality,APPROXIMATE,true,"Kiev, Kyiv, Ukraine",Ukraine,UA,50.4500000,30.5233333
143b77d50376fbc5eaadb378007673ec,postal_code,APPROXIMATE,true,"Cangshan, Fuzhou, Fujian, China, 350007",China,CN,26.0435130,119.3264864
408d3da07ff72fbba7e1b0bb1f8d4c49,postal_code,APPROXIMATE,true,"64287 Darmstadt, Germany",Germany,DE,49.8682541,8.6848114
028d2a1249f430a3120cc9c590473f64,locality,APPROXIMATE,true,"Jinan, Shandong, China",China,CN,36.6652820,116.9949170
a18bc6f25e1c25353b2d9f00506dd015,postal_code,APPROXIMATE,true,"Shizhong, Jinan, Shandong, People's Republic of China, 250022",China,CN,36.6308236,116.9509405
f30d0d45e84594ee8f8eadc1eda75dab,sublocality,APPROXIMATE,true,"Usm, George Town, Penang, Malaysia",Malaysia,MY,5.3567899,100.3038150
ff8183807c79b8302eca0d075d5246fc,locality,APPROXIMATE,true,"Antofagasta, Chile",Chile,CL,-23.6239214,-70.4016127
d297230681bbe998184ab87c43402a29,locality,APPROXIMATE,true,"Kunming, Yunnan, People's Republic of China",China,CN,25.0377210,102.7222020
d5a3369a9d993b7aa34abb3ac841389e,street_address,ROOFTOP,true,"Duesbergweg 10, 55128 Mayence, Germany",Germany,DE,49.9901300,8.2327400
43d4e504fbe10208b4d5950c752a2555,postal_code,APPROXIMATE,true,"Changzhou, Jiangsu, People's Republic of China, 213162",China,CN,31.6987179,119.9914522
8db80d14059819a96fd5ac49410aa595,postal_code,APPROXIMATE,true,〒184-8588,Japan,JP,35.6984128,139.5177403
a07a7b5c8970ad1816c21bcc4b9dded2,street_address,ROOFTOP,true,"Warburger Straße 100, 33098 Paderborn, Germany",Germany,DE,51.7047300,8.7738400
a6f453eb6d9931b73bf33ad318adb787,locality,APPROXIMATE,true,"Accra, Ghana",Ghana,GH,5.5557170,-0.1963060
90a6b6b5cc2ecd867799e3ea102b2c49,postal_code,APPROXIMATE,true,"Normal, IL 61790, USA",United States,US,40.5102643,-88.9979584
a9d5d6a97ec494fd50dc150f8df3c48b,postal_code,APPROXIMATE,true,"St Petersburg, Russian Federation, 194021",Russian Federation,RU,59.9983505,30.3565357
4c929edab72ea3402983605faab2ce6f,establishment,APPROXIMATE,true,"Faculty of Social Science, Banaras Hindu University, Varanasi, Uttar Pradesh, India",India,IN,25.2702997,82.9947560
40de8f1c13b09feff272904f04f6a63c,postal_code,APPROXIMATE,true,"Daqing, Heilongjiang, People's Republic of China, 163712",China,CN,46.6562852,124.8769157
e50e21e851becd5af4207d93ae12ecc9,postal_code,APPROXIMATE,true,"Nanchang, Jiangxi, People's Republic of China, 330013",China,CN,28.7364694,115.8448200
5b6cc7c3cf8c77ff5dbea475c8b4441a,postal_code,APPROXIMATE,true,"Hedong, Tianjin, People's Republic of China, 300160",China,CN,39.1327582,117.2376120
2587a694556a9bb7f9b59d2f75a32eb3,sublocality,APPROXIMATE,true,"Odense M, 5000 Odense, Denmark",Denmark,DK,55.4098387,10.4033485
1004312bf4b33f6fa8bb3faab93651ca,postal_code,APPROXIMATE,true,"Cardiff, South Glamorgan CF10 3AT, UK",United Kingdom,GB,51.4890718,-3.1803822
ffee0a656798632f5130f956669553e4,postal_code,APPROXIMATE,true,"Huangshigang, Huangshi, Hubei, People's Republic of China, 435002",China,CN,30.2336541,115.0486054
9faa142cef8153785fece79b48ce16ac,locality,APPROXIMATE,true,"Kharkiv, Kharkivs'ka oblast, Ukraine",Ukraine,UA,49.9480700,36.2122980
130f500a93876d999e4372929ee5f968,postal_code,APPROXIMATE,true,"Xuzhou, Jiangsu, People's Republic of China, 221002",China,CN,34.2821347,117.1586845
2ab925e3d55b3632e42f759f099b14b5,postal_code,APPROXIMATE,true,"Haidian, Beijing, People's Republic of China, 100871",China,CN,39.9888934,116.3094491
2f6cb6475cdda77418ed4785f346c3a2,point_of_interest,APPROXIMATE,true,"University of South Alabama, 1504 Spring Hill Ave # 3531, Mobile, AL 36604-3207, USA",United States,US,30.6937480,-88.0717920
fd3f3e69a8deaecda44546b88405bb5f,postal_code,APPROXIMATE,true,"Wang Mai, Pathum Wan, Bangkok 10330, Thailand",Thailand,TH,13.7371881,100.5380494
99754b1acb5a5aefa5ab9e35424bf11f,postal_code,APPROXIMATE,true,"Shinan, Qingdao, Shandong, People's Republic of China, 266003",China,CN,36.0630769,120.3355851
a3675cc04ebdb34e8e78cf68c6b2040e,postal_code,APPROXIMATE,true,"Taobei, Baicheng, Jilin, People's Republic of China, 137000",China,CN,45.6196506,122.8390284
dd483b8f11f7c28106b52e03e0505c3a,locality,APPROXIMATE,true,"Samsun/Samsun Province, Turkey",Turkey,TR,41.2927820,36.3312800
f87a8d887fbd49686519db96bb9d3400,locality,APPROXIMATE,true,"Antalya, Turkey",Turkey,TR,36.8841400,30.7056300
cd3066ab0e65cfcd518d36cb7cecc46d,postal_code,APPROXIMATE,true,"Hedong, Tianjin, People's Republic of China, 300160",China,CN,39.1327582,117.2376120
2584e34fdfa80d6622b33ace103d3ded,point_of_interest,APPROXIMATE,,"National Institute Of Technology, Thiruchirapalli, Tamil Nadu 620015, India",India,IN,10.7637416,78.7162068
a7ae34734f61103d8e5817f4e6c11825,point_of_interest,APPROXIMATE,true,"Presidency College, Kamarajar Salai, Triplicane, Chennai, Tamil Nadu, India",India,IN,13.0591934,80.2813872
086dd43fce5c0e3c444f454cd446427a,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210009",China,CN,32.0718130,118.7813385
1e626ba36b358e067b5d02a1abadd69e,postal_code,APPROXIMATE,true,"Siming, Xiamen, Fujian, People's Republic of China, 361005",China,CN,24.4367256,118.1072136
0e1051259e5914d71a02bfcf7b33e016,locality,APPROXIMATE,true,"Wuxi, Jiangsu, People's Republic of China",China,CN,31.5661450,120.3030270
132ad1469e37fadd3aa4332ec4a64b1d,postal_code,APPROXIMATE,true,〒305-0044,Japan,JP,36.0629537,140.1420890
5a7a3dac8973442c93e27eb9bc361178,postal_code,APPROXIMATE,true,"Guilin, Guangxi, People's Republic of China, 541004",China,CN,25.2629580,110.3159875
c0c3141540c500fc3f3cf1a7a3e92bb2,locality,APPROXIMATE,true,"Marburg, Germany",Germany,DE,50.8147880,8.7692390
f1b4eda0f625825de8548521d8e38c49,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210009",China,CN,32.0718130,118.7813385
72c3dcc77c193ef78bb338d2cf7f6f43,postal_code,APPROXIMATE,true,"Chaoyang, Beijing, People's Republic of China, 100124",China,CN,39.8982951,116.4780280
78fbcd40826a50153cb5fda916401fee,postal_code,APPROXIMATE,true,"Gulou, Nanjing, Jiangsu, People's Republic of China, 210093",China,CN,32.0570230,118.7766348
7087605f767015baef7d9485db815b33,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210096",China,CN,32.0561898,118.7913915
1ed1e87859442ce91309b2568ffa3f8f,postal_code,APPROXIMATE,true,"Jilin, People's Republic of China, 132022",China,CN,43.8953984,126.6069022
8b2a0e4d170190dee7b02dbe7045caf2,street_address,ROOFTOP,true,"Oleska 48, Opole, Poland",Poland,PL,50.6733539,17.9313628
46a50f0f91441aec520c2f662113f5a9,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210096",China,CN,32.0561898,118.7913915
7a94c6ad329c6de1548b6dbf290ada6a,establishment,APPROXIMATE,true,"Ilam University, ایلام-بلوار پژوهش-صندوق پستی 516-69315, Ilam, Iran",Iran,IR,33.6546087,46.3786664
0856f01b25ed6525242689dba9e157ed,postal_code,APPROXIMATE,true,"Shinan, Qingdao, Shandong, People's Republic of China, 266003",China,CN,36.0630769,120.3355851
53183d87bc1f3034f990d7834a60ee8a,postal_code,APPROXIMATE,true,"Zhanjiang, Guangdong, People's Republic of China, 524088",China,CN,21.1253333,110.2889143
5a74b615d9f9f502cf8bfc43e0de6fef,postal_code,APPROXIMATE,true,"Chaoyang, Beijing, People's Republic of China, 100029",China,CN,39.9729522,116.4097984
5cf7e30701afd7ad369be1fcdf754c6e,postal_code,APPROXIMATE,true,"Kuiwen, Weifang, Shandong, People's Republic of China, 261061",China,CN,36.7169816,119.1668449
d6719dde2a3c6d798937e855c221587f,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210009",China,CN,32.0718130,118.7813385
8df4c562981088ae4b8e7d3dc55572cd,postal_code,APPROXIMATE,true,"Panyu, Guangzhou, Guangdong, People's Republic of China, 510006",China,CN,23.0401220,113.3711908
54eef61b0afc2d5d9862db84bc576f66,postal_code,APPROXIMATE,true,"67100, Turkey",Turkey,TR,41.4436408,31.7818320
4779b14c1f1226d0796b27a856f251f0,postal_code,APPROXIMATE,true,"Binjiang, Hangzhou, Zhejiang, People's Republic of China, 310053",China,CN,30.1640563,120.1473826
b0da11052e5d3ffa2f817613dacef627,postal_code,APPROXIMATE,true,"Mt Pleasant, MI 48859, USA",United States,US,43.5898664,-84.7775475
ec853cb66f0751cd459b810ec1eedf3d,point_of_interest,APPROXIMATE,true,"Morehead State University, Morehead, KY 40351, USA",United States,US,38.1845575,-83.4336719
6cc560e4f7aa3e41ecaf26dd4fb1f918,postal_code,APPROXIMATE,true,"Xihu, Hangzhou, Zhejiang, People's Republic of China, 310027",China,CN,30.2639476,120.1232825
c3555ed031960664a7bfb97686a6ba24,locality,APPROXIMATE,true,"Pathum Wan, Bangkok, Thailand",Thailand,TH,13.7457180,100.5365898
56d167e919ffe7a50b8c2c550f9a4f45,locality,APPROXIMATE,true,"Vellore, Tamil Nadu, India",India,IN,12.9136440,79.1358610
21264aff66f5975af39f37ae51c4b29a,postal_code,APPROXIMATE,true,"Jishou, Xiangxi, Hunan, People's Republic of China, 416000",China,CN,28.2865841,109.7189564
f1adb976b015bc609c0c17946154e753,postal_code,APPROXIMATE,true,"Yuexiu, Guangzhou, Guangdong, People's Republic of China, 510090",China,CN,23.1328565,113.2981518
1671174079fcdd24b00d21772ec3336b,postal_code,APPROXIMATE,true,"Milwaukee, WI 53211, USA",United States,US,43.0819873,-87.8878173
29f16d02612613a35fc986258712e9c8,postal_code,APPROXIMATE,true,"Daiyue, Tai'an, Shandong, People's Republic of China, 271021",China,CN,36.1892988,117.0215132
c3b6c257ccb3aab39afff7a8f07e4f25,sublocality,APPROXIMATE,true,"Beibei, Chongqing, People's Republic of China",China,CN,29.8050270,106.3955700
0ddc93d5bd699d3f3af89284ece10719,postal_code,APPROXIMATE,true,"Siping, Jilin, People's Republic of China, 136000",China,CN,43.1776751,124.3516618
0569bfab558ba387860e950e4b248aa2,route,GEOMETRIC_CENTER,true,"Shandong South Rd, Juxian, Rizhao, Shandong, People's Republic of China",China,CN,35.5672341,118.8138922
6f519fa600cc9bc86fafdc4368a668b5,country,APPROXIMATE,true,Tunisia,Tunisia,TN,33.8869170,9.5374990
0442a8551bf33cd2a27e74f17e3fa4e5,postal_code,APPROXIMATE,true,"Jiaozuo, Henan, People's Republic of China, 454003",China,CN,35.2325109,113.2683306
1668518bdca132e7a291b8aeef5e737f,postal_code,APPROXIMATE,true,"Xian'an, Xianning, Hubei, China, 437100",China,CN,29.8373838,114.3335488
7da4eac4efeb92ca424299a02e998a33,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210096",China,CN,32.0561898,118.7913915
35470f69a8a2208e807a3e56b2372ea9,postal_code,APPROXIMATE,true,"Yanta, Xi'an, Shaanxi, People's Republic of China, 710065",China,CN,34.2032359,108.9067859
831e42e02cac6baf08d70263d7a820d7,postal_code,APPROXIMATE,true,"64287 Darmstadt, Germany",Germany,DE,49.8682541,8.6848114
176699a31146aa95a4014ad9d488d7b2,postal_code,APPROXIMATE,true,"Xihu, Hangzhou, Zhejiang, People's Republic of China, 310027",China,CN,30.2639476,120.1232825
7e4bed45c3764c210d2c9e99766ac02d,postal_code,APPROXIMATE,true,"11510 Puerto Real, Spain",Spain,ES,36.5189872,-6.0891032
ac6fb86732d7c1f24ffecaf37a24488c,postal_code,APPROXIMATE,true,"Jiaozuo, Henan, People's Republic of China, 454000",China,CN,35.2455533,113.2282519
a83b783ee90fd1fe0167ece0894455d9,postal_code,APPROXIMATE,true,"Guilin, Guangxi, People's Republic of China, 541004",China,CN,25.2629580,110.3159875
8e9945b6317aeacdde6f625ea6e54d0f,postal_code,APPROXIMATE,true,"Siping, Jilin, People's Republic of China, 136000",China,CN,43.1776751,124.3516618
a829690a0c899b7a904c9c867dc1c025,postal_code,APPROXIMATE,true,"Xuzhou, Jiangsu, People's Republic of China, 221009",China,CN,34.2272038,117.1858809
6daa4ba5ca4aab6cc12d311e652b490b,postal_code,APPROXIMATE,true,"Xuanwu, Nanjing, Jiangsu, People's Republic of China, 210009",China,CN,32.0718130,118.7813385
818efc6a7eb31b9e6731f6ccd89f6ca7,postal_code,APPROXIMATE,true,"Luoyang, Henan, People's Republic of China, 471022",China,CN,34.6526030,112.4538893
